Geo_Point,PTCAR_ID,TAF_TAP_code,Symbolic_name,Abbreviation_BTS_French_short,Abbreviation_BTS_Dutch_short,Abbreviation_BTS_French_complete,Abbreviation_BTS_Dutch_complete,Short_name_in_French,Short_name_in_Dutch,Middle_name_in_French,Middle_name_in_Dutch,Complete_name_in_French,Complete_name_in_Dutch,Classification_NL,Classification_EN,Classification_FR
"50.80971058926985, 4.399853339646589",1219,BE01219,FW,WATERMAEL,WATERMAAL,WATERMAEL,WATERMAAL,Watermael,Watermaal,Watermael,Watermaal,Watermael,Watermaal,Station,Station,Gare
"50.73306025525547, 4.239823954654708",504,BE00504,FH,HALLE,HALLE,HALLE,HALLE,Hal,Halle,Hal,Halle,Hal,Halle,Station,Station,Gare
"50.40437499220331, 4.628815476383587",17,BE00017,MAI,AISEMONT,AISEMONT,AISEMONT,AISEMONT,Aisemont,Aisemont,Aisemont,Aisemont,Aisemont,Aisemont,Station,Station,Gare
"50.64694935067069, 5.572612637206988",730,BE00730,FLGP,LIEGE-ST-LAM,LIEGE-ST-LAM,LIEGE-SAINT-LAMBERT,LIEGE-SAINT-LAMBERT,Liège-St-Lam,Luik-St-Lam,Liège-Saint-Lambert,Luik-Sint-Lambertus,Liège-Saint-Lambert,Luik-Sint-Lambertus,Station,Station,Gare
"49.98522277216985, 4.978550757653017",333,BE00333,MGMAR,GEDINNE-M,GEDINNE-M,GEDINNE-MARCHANDISES,GEDINNE-MARCHANDISES,Gedinne-M,Gedinne-M,Gedinne-Marchandises,Gedinne-Marchandises,Gedinne-Marchandises,Gedinne-Marchandises,Station,Station,Gare
"50.28360034390224, 5.440352546697533",818,BE00818,MLR,MELR-HOTTON,MELR-HOTTON,MELREUX-HOTTON,MELREUX-HOTTON,Melr-Hotton,Melr-Hotton,Melreux-Hotton,Melreux-Hotton,Melreux-Hotton,Melreux-Hotton,Station,Station,Gare
"50.71511213958234, 4.221567770291005",706,BE00706,FLB,LEMBEEK,LEMBEEK,LEMBEEK,LEMBEEK,Lembeek,Lembeek,Lembeek,Lembeek,Lembeek,Lembeek,Station,Station,Gare
"50.906702570375934, 4.208230395327966",74,BE00074,LAS,ASSE,ASSE,ASSE,ASSE,Asse,Asse,Asse,Asse,Asse,Asse,Station,Station,Gare
"49.70723922600518, 5.331285483045566",409,BE00409,MFL,FLORENVILLE,FLORENVILLE,FLORENVILLE,FLORENVILLE,Florenville,Florenville,Florenville,Florenville,Florenville,Florenville,Station,Station,Gare
"50.392644880654636, 4.469332536913794",281,BE00281,LCL,COUILLET,COUILLET,COUILLET,COUILLET,Couillet,Couillet,Couillet,Couillet,Couillet,Couillet,Station,Station,Gare
"50.543297161402116, 4.211304711108967",398,BE00398,LFLZ,FELUY-ZONING,FELUY-ZONING,FELUY-ZONING,FELUY-ZONING,Feluy-Zoning,Feluy-Zoning,Feluy-Zoning,Feluy-Zoning,Feluy-Zoning,Feluy-Zoning,Station,Station,Gare
"50.67623548563634, 4.221196651145528",274,BE00274,FEQM,CLABECQ-M,CLABECQ-M,CLABECQ-MARCHANDISES,CLABECQ-MARCHANDISES,Clabecq-M,Clabecq-M,Clabecq-Marchandises,Clabecq-Marchandises,Clabecq-Marchandises,Clabecq-Marchandises,Station,Station,Gare
"51.19069542411164, 5.114991873556098",840,BE00840,LML,MOL,MOL,MOL,MOL,Mol,Mol,Mol,Mol,Mol,Mol,Station,Station,Gare
"51.328272795948564, 3.211860878916486",1752,BE01752,LZNID,ZEEBR-NID,ZEEBR-NID,ZEEBRUGGE-BUNDEL N.I.D.,ZEEBRUGGE-BUNDEL N.I.D.,Zeebr-NID,Zeebr-NID,Zeebrugge-Bundel NID,Zeebrugge-Bundel NID,Zeebrugge-Bundel N.I.D.,Zeebrugge-Bundel N.I.D.,Station,Station,Gare
"50.80129671740569, 4.651860787304721",1082,BE01082,GSW,ST-JOR-WEERT,ST-JOR-WEERT,SINT-JORIS-WEERT,SINT-JORIS-WEERT,St-Jor-Weert,St-Jor-Weert,Sint-Joris-Weert,Sint-Joris-Weert,Sint-Joris-Weert,Sint-Joris-Weert,Station,Station,Gare
"51.11996729041097, 3.751415533157693",688,BE00688,LGBG,LANGERBRUGGE,LANGERBRUGGE,LANGERBRUGGE,LANGERBRUGGE,Langerbrugge,Langerbrugge,Langerbrugge,Langerbrugge,Langerbrugge,Langerbrugge,Station,Station,Gare
"50.29201497447142, 5.090696575707204",272,BE00272,LC,CINEY,CINEY,CINEY,CINEY,Ciney,Ciney,Ciney,Ciney,Ciney,Ciney,Station,Station,Gare
"51.28034657712604, 4.281664528128667",1825,BE01825,LIEFK,B.LIEFKENSHK,B.LIEFKENSHK,ANTWERPEN-W.H.-B.LIEFKENSHOEK,ANTWERPEN-W.H.-B.LIEFKENSHOEK,B.Liefkenshk,B.Liefkenshk,Antw-WH-B.Liefkenshk,Antw-WH-B.Liefkenshk,Antwerpen-W.H.-B.Liefkenshoek,Antwerpen-W.H.-B.Liefkenshoek,Station,Station,Gare
"49.920246579730915, 5.378998507237662",723,BE00723,LRB,LIBRAMONT,LIBRAMONT,LIBRAMONT,LIBRAMONT,Libramont,Libramont,Libramont,Libramont,Libramont,Libramont,Station,Station,Gare
"50.8786926685087, 4.378431524240697",1048,BE01048,FSR,SCHAERBEEK,SCHAARBEEK,SCHAERBEEK,SCHAARBEEK,Schaerbeek,Schaarbeek,Schaerbeek,Schaarbeek,Schaerbeek,Schaarbeek,Station,Station,Gare
"50.69817963901398, 5.566911104604744",733,BE00733,LSL,LIERS,LIERS,LIERS,LIERS,Liers,Liers,Liers,Liers,Liers,Liers,Station,Station,Gare
"50.5305545281665, 3.910613222419653",628,BE00628,FJR,JURBISE,JURBISE,JURBISE,JURBISE,Jurbise,Jurbeke,Jurbise,Jurbeke,Jurbise,Jurbeke,Station,Station,Gare
"50.363714773705595, 4.308770799275703",585,BE00585,MHR,HOURPES,HOURPES,HOURPES,HOURPES,Hourpes,Hourpes,Hourpes,Hourpes,Hourpes,Hourpes,Station,Station,Gare
"50.49024449846075, 5.855783501961264",1097,BE01097,FSS,SPA,SPA,SPA,SPA,Spa,Spa,Spa,Spa,Spa,Spa,Station,Station,Gare
"50.47771530293195, 4.180068630396401",673,BE00673,LVR,LA LOUV-CTRE,LA LOUV-CTRE,LA LOUVIERE-CENTRE,LA LOUVIERE-CENTRE,La Louv-Ctre,La Louv-Cent,La Louvière-Centre,La Louvière-Centrum,La Louvière-Centre,La Louvière-Centrum,Station,Station,Gare
"50.5702570335759, 5.582656168478611",1147,BE01147,MTF,TILFF,TILFF,TILFF,TILFF,Tilff,Tilff,Tilff,Tilff,Tilff,Tilff,Station,Station,Gare
"50.909119622521686, 3.646473939917027",1272,BE01272,FZG,ZINGEM,ZINGEM,ZINGEM,ZINGEM,Zingem,Zingem,Zingem,Zingem,Zingem,Zingem,Station,Station,Gare
"51.09092845737537, 4.360441526124895",188,BE00188,FMB,BOOM,BOOM,BOOM,BOOM,Boom,Boom,Boom,Boom,Boom,Boom,Station,Station,Gare
"50.449170409737555, 4.630700388895106",82,BE00082,FVL,AUVELAIS,AUVELAIS,AUVELAIS,AUVELAIS,Auvelais,Auvelais,Auvelais,Auvelais,Auvelais,Auvelais,Station,Station,Gare
"50.94312325073359, 4.038683507313092",6,BE00006,FLS,AALST,AALST,AALST,AALST,Alost,Aalst,Alost,Aalst,Alost,Aalst,Station,Station,Gare
"50.98449635402312, 4.823698348087205",9,BE00009,FRST,AARSCHOT,AARSCHOT,AARSCHOT,AARSCHOT,Aarschot,Aarschot,Aarschot,Aarschot,Aarschot,Aarschot,Station,Station,Gare
"50.48425613833228, 5.586577136839139",996,BE00996,MRV,RIVAGE,RIVAGE,RIVAGE,RIVAGE,Rivage,Rivage,Rivage,Rivage,Rivage,Rivage,Station,Station,Gare
"51.032885049064205, 2.869519746692597",327,BE00327,FIK,DIKSMUIDE,DIKSMUIDE,DIKSMUIDE,DIKSMUIDE,Dixmude,Diksmuide,Dixmude,Diksmuide,Dixmude,Diksmuide,Station,Station,Gare
"50.8262160325938, 3.495470092200613",66,BE00066,FAN,ANZEGEM,ANZEGEM,ANZEGEM,ANZEGEM,Anzegem,Anzegem,Anzegem,Anzegem,Anzegem,Anzegem,Station,Station,Gare
"50.847477689409466, 2.876886293338535",602,BE00602,FI,IEPER,IEPER,IEPER,IEPER,Ypres,Ieper,Ypres,Ieper,Ypres,Ieper,Station,Station,Gare
"50.90690477827913, 3.920956498165174",235,BE00235,FRU,BURST,BURST,BURST,BURST,Burst,Burst,Burst,Burst,Burst,Burst,Station,Station,Gare
"51.16905254847813, 4.989631494392612",436,BE00436,LG,GEEL,GEEL,GEEL,GEEL,Geel,Geel,Geel,Geel,Geel,Geel,Station,Station,Gare
"50.60880000053195, 5.579665995026622",638,BE00638,NK,KINKEMPOIS-F,KINKEMPOIS-F,KINKEMPOIS-FORMATION,KINKEMPOIS-FORMATION,Kinkempois-F,Kinkempois-F,Kinkempois-Formation,Kinkempois-Formation,Kinkempois-Formation,Kinkempois-Formation,Station,Station,Gare
"50.88136570976269, 4.716208513181996",715,BE00715,FLV,LEUVEN,LEUVEN,LEUVEN,LEUVEN,Louvain,Leuven,Louvain,Leuven,Louvain,Leuven,Station,Station,Gare
"49.85424515919912, 5.452480885743121",752,BE00752,LNG,NEUFCHATEAU,NEUFCHATEAU,NEUFCHATEAU,NEUFCHATEAU,Neufchâteau,Neufchâteau,Neufchâteau,Neufchâteau,Neufchâteau,Neufchâteau,Station,Station,Gare
"51.0764389652363, 5.148937542523413",2059,BE02059,LHDSP,HAM-DSP,HAM-DSP,HAM-DOODSPOOR,HAM-DOODSPOOR,Ham-CdS,Ham-Dsp,Ham-Cul de Sac,Ham-Doodspoor,Ham-Cul de Sac,Ham-Doodspoor,Station,Station,Gare
"50.56851509026457, 5.810268537487914",956,BE00956,FPS,PEPINSTER,PEPINSTER,PEPINSTER,PEPINSTER,Pepinster,Pepinster,Pepinster,Pepinster,Pepinster,Pepinster,Station,Station,Gare
"50.36928440608179, 5.873340705634188",1157,BE01157,FNO,TROIS-PONTS,TROIS-PONTS,TROIS-PONTS,TROIS-PONTS,Trois-Ponts,Trois-Ponts,Trois-Ponts,Trois-Ponts,Trois-Ponts,Trois-Ponts,Station,Station,Gare
"51.09770246695304, 5.097572156622489",808,BE00808,MHECM,MEERHOUT-ECM,MEERHOUT-ECM,MEERHOUT-E.C.M.,MEERHOUT-E.C.M.,Meerhout-ECM,Meerhout-ECM,Meerhout-E.C.M.,Meerhout-E.C.M.,Meerhout-E.C.M.,Meerhout-E.C.M.,Verbinding,Connection,Raccordement
"49.98992354853342, 5.320445814727747",528,BE00528,MHT,HATRIVAL,HATRIVAL,HATRIVAL,HATRIVAL,Hatrival,Hatrival,Hatrival,Hatrival,Hatrival,Hatrival,Station,Station,Gare
"50.05779956678534, 4.492998249976199",291,BE00291,LCV,COUVIN,COUVIN,COUVIN,COUVIN,Couvin,Couvin,Couvin,Couvin,Couvin,Couvin,Station,Station,Gare
"50.48597882993506, 4.193672918253882",674,BE00674,GLI,LA LOUV-G.I.,LA LOUV-G.I.,LA LOUVIERE-GARE INDUSTRIELLE,LA LOUVIERE-GARE INDUSTRIELLE,La Louv-G.I.,La Louv-I.S.,La Louvière-G.I.,La Louvière-I.S.,La Louvière-Gare Industrielle,La Louvière-Industriestation,Station,Station,Gare
"51.092257790002506, 3.447855383142661",8,BE00008,FLT,AALTER,AALTER,AALTER,AALTER,Aalter,Aalter,Aalter,Aalter,Aalter,Aalter,Station,Station,Gare
"51.32659216067896, 3.196840129905106",1262,BE01262,LZE,ZEEBR-DORP,ZEEBR-DORP,ZEEBRUGGE-DORP,ZEEBRUGGE-DORP,Zeebr-Dorp,Zeebr-Dorp,Zeebrugge-Dorp,Zeebrugge-Dorp,Zeebrugge-Dorp,Zeebrugge-Dorp,Station,Station,Gare
"50.36974157183894, 4.877488478707895",767,BE00767,NLT,LUSTIN,LUSTIN,LUSTIN,LUSTIN,Lustin,Lustin,Lustin,Lustin,Lustin,Lustin,Station,Station,Gare
"50.45256323571244, 3.885169785512608",615,BE00615,FJM,JEMAPPES,JEMAPPES,JEMAPPES,JEMAPPES,Jemappes,Jemappes,Jemappes,Jemappes,Jemappes,Jemappes,Station,Station,Gare
"49.66125962194982, 5.608221352496699",431,BE00431,GANT,GANTAUFET-ZG,GANTAUFET-ZG,GANTAUFET-ZONING,GANTAUFET-ZONING,Gantaufet-Zg,Gantaufet-Zg,Gantaufet-Zoning,Gantaufet-Zoning,Gantaufet-Zoning,Gantaufet-Zoning,Station,Station,Gare
"50.49212088175689, 5.026460714068383",1062,BE01062,NS,SCLAIGNEAUX,SCLAIGNEAUX,SCLAIGNEAUX,SCLAIGNEAUX,Sclaigneaux,Sclaigneaux,Sclaigneaux,Sclaigneaux,Sclaigneaux,Sclaigneaux,Station,Station,Gare
"51.136043685131625, 4.561775772858924",732,BE00732,FLR,LIER,LIER,LIER,LIER,Lierre,Lier,Lierre,Lier,Lierre,Lier,Station,Station,Gare
"50.464993655378, 4.19010515855395",1744,BE01744,LVRS,LA LOUV-SUD,LA LOUV-SUD,LA LOUVIERE-SUD,LA LOUVIERE-SUD,La Louv-Sud,La Louv-Zuid,La Louvière-Sud,La Louvière-Zuid,La Louvière-Sud,La Louvière-Zuid,Station,Station,Gare
"50.435116819743584, 4.286129350702152",962,BE00962,LPT,PIETON,PIETON,PIETON,PIETON,Piéton,Piéton,Piéton,Piéton,Piéton,Piéton,Station,Station,Gare
"51.2934020059572, 3.227961830454428",1268,BE01268,BPEL,B.PELIKAAN,B.PELIKAAN,ZEEBRUGGE-BUNDEL PELIKAAN,ZEEBRUGGE-BUNDEL PELIKAAN,B.Pelikaan,B.Pelikaan,Zeebrugge-B.Pelikaan,Zeebrugge-B.Pelikaan,Zeebrugge-Bundel Pelikaan,Zeebrugge-Bundel Pelikaan,Station,Station,Gare
"50.4964999234206, 5.240216494238428",875,BE00875,LAC,MARCHIN,MARCHIN,MARCHIN,MARCHIN,Marchin,Marchin,Marchin,Marchin,Marchin,Marchin,Station,Station,Gare
"51.107028071051644, 3.985383235346945",748,BE00748,FLK,LOKEREN,LOKEREN,LOKEREN,LOKEREN,Lokeren,Lokeren,Lokeren,Lokeren,Lokeren,Lokeren,Station,Station,Gare
"50.61932578913085, 5.529596130423595",1148,BE01148,NTL,TILLEUR,TILLEUR,TILLEUR,TILLEUR,Tilleur,Tilleur,Tilleur,Tilleur,Tilleur,Tilleur,Station,Station,Gare
"50.88949866347604, 4.408750284892093",2061,BE02061,FSRD,SCHAERB-PED,SCHAARB-DOP,SCHAERBEEK-P.E.D.,SCHAARBEEK-D.O.P.,Schaerb-PED,Schaarb-DOP,Schaerbeek-P.E.D.,Schaarbeek-D.O.P.,Schaerbeek-P.E.D.,Schaarbeek-D.O.P.,Dienstinstallatie,Service installation,Installation de service
"50.474362121919384, 4.126350513837885",201,BE00201,LBQ,BRACQUEGNIES,BRACQUEGNIES,BRACQUEGNIES,BRACQUEGNIES,Bracquegnies,Bracquegnies,Bracquegnies,Bracquegnies,Bracquegnies,Bracquegnies,Station,Station,Gare
"50.48752350853692, 3.906394389542581",462,BE00462,FIH,GHLIN,GHLIN,GHLIN,GHLIN,Ghlin,Ghlin,Ghlin,Ghlin,Ghlin,Ghlin,Station,Station,Gare
"50.82441338106978, 3.26777452888312",649,BE00649,LK,KORTRIJK,KORTRIJK,KORTRIJK,KORTRIJK,Courtrai,Kortrijk,Courtrai,Kortrijk,Courtrai,Kortrijk,Station,Station,Gare
"50.47027956863485, 4.998429583816083",894,BE00894,NMH,NAMECHE,NAMECHE,NAMECHE,NAMECHE,Namêche,Namêche,Namêche,Namêche,Namêche,Namêche,Station,Station,Gare
"49.85232574197849, 5.268150158632392",146,BE00146,MBX,BERTRIX,BERTRIX,BERTRIX,BERTRIX,Bertrix,Bertrix,Bertrix,Bertrix,Bertrix,Bertrix,Station,Station,Gare
"50.562363603715745, 4.156673065484736",342,BE00342,FCS,ECAUSSINNES,ECAUSSINNES,ECAUSSINNES,ECAUSSINNES,Ecaussinnes,Ecaussinnes,Ecaussinnes,Ecaussinnes,Ecaussinnes,Ecaussinnes,Station,Station,Gare
"51.315516977459495, 3.189134716216088",1263,BE01263,LZR,ZEEBRUGGE-V,ZEEBRUGGE-V,ZEEBRUGGE-VORMING,ZEEBRUGGE-VORMING,Zeebrugge-V,Zeebrugge-V,Zeebrugge-Vorming,Zeebrugge-Vorming,Zeebrugge-Vorming,Zeebrugge-Vorming,Station,Station,Gare
"50.71613796246478, 4.605127670073735",1223,BE01223,GWV,WAVRE,WAVRE,WAVRE,WAVRE,Wavre,Waver,Wavre,Waver,Wavre,Waver,Station,Station,Gare
"51.07726612970765, 2.602401090431061",13,BE00013,FDK,DE PANNE,DE PANNE,DE PANNE,DE PANNE,La Panne,De Panne,La Panne,De Panne,La Panne,De Panne,Station,Station,Gare
"51.07391661680995, 2.669750487607322",1181,BE01181,FVU,VEURNE,VEURNE,VEURNE,VEURNE,Furnes,Veurne,Furnes,Veurne,Furnes,Veurne,Station,Station,Gare
"51.3569841914329, 4.262885773048958",168,BE00168,NZT,NOORDZEETERM,NOORDZEETERM,ANTWERPEN-DS-NOORDZEETERMINAL,ANTWERPEN-DS-NOORDZEETERMINAL,Noordzeeterm,Noordzeeterm,Antw-DS-Noordzeeterm,Antw-DS-Noordzeeterm,Antwerpen-DS-Noordzeeterminal,Antwerpen-DS-Noordzeeterminal,Station,Station,Gare
"50.41023300621153, 3.685859499053529",984,BE00984,FQ,QUIEVRAIN,QUIEVRAIN,QUIEVRAIN,QUIEVRAIN,Quiévrain,Quiévrain,Quiévrain,Quiévrain,Quiévrain,Quiévrain,Station,Station,Gare
"51.204947000284456, 5.245949995201814",108,BE00108,GBW,BALEN-WERKPL,BALEN-WERKPL,BALEN-WERKPLAATSEN,BALEN-WERKPLAATSEN,Balen-Usines,Balen-Werkpl,Balen-Usines,Balen-Werkplaatsen,Balen-Usines,Balen-Werkplaatsen,Station,Station,Gare
"51.24086146059442, 4.893344963201751",1144,BE01144,FTL,TIELEN,TIELEN,TIELEN,TIELEN,Tielen,Tielen,Tielen,Tielen,Tielen,Tielen,Station,Station,Gare
"50.85444837696997, 2.736306432939593",973,BE00973,FPP,POPERINGE,POPERINGE,POPERINGE,POPERINGE,Poperinge,Poperinge,Poperinge,Poperinge,Poperinge,Poperinge,Station,Station,Gare
"50.740355136577506, 5.692281362696947",1195,BE01195,FVS,VISE,VISE,VISE,VISE,Visé,Wezet,Visé,Wezet,Visé,Wezet,Station,Station,Gare
"51.27285501680825, 4.364890483075261",36,BE00036,ANGOL,ANGOLA,ANGOLA,ANTWERPEN-D.S.-ANGOLA,ANTWERPEN-D.S.-ANGOLA,Angola,Angola,Antw-DS-Angola,Antw-DS-Angola,Antwerpen-D.S.-Angola,Antwerpen-D.S.-Angola,Station,Station,Gare
"50.45624995625646, 4.806300471805666",400,BE00400,FFW,FLAWINNE,FLAWINNE,FLAWINNE,FLAWINNE,Flawinne,Flawinne,Flawinne,Flawinne,Flawinne,Flawinne,Station,Station,Gare
"50.89642423566919, 4.483957847389533",219,BE00219,FBNL,BRU AIRPORT,BRU AIRPORT,BRUSSELS AIRPORT - ZAVENTEM,BRUSSELS AIRPORT - ZAVENTEM,Bru Airport,Bru Airport,Brussels Airport,Brussels Airport,Brussels Airport - Zaventem,Brussels Airport - Zaventem,Station,Station,Gare
"50.47002163309968, 4.0164102709224",921,BE00921,LRGG,OBOURG-MARCH,OBOURG-MARCH,OBOURG-MARCHANDISES,OBOURG-MARCHANDISES,Obourg-March,Obourg-March,Obourg-Marchandises,Obourg-Marchandises,Obourg-Marchandises,Obourg-Marchandises,Station,Station,Gare
"51.389739415445185, 4.46670091137468",630,BE00630,FKTH,KALMTHOUT,KALMTHOUT,KALMTHOUT,KALMTHOUT,Kalmthout,Kalmthout,Kalmthout,Kalmthout,Kalmthout,Kalmthout,Station,Station,Gare
"50.489275844991575, 5.866227582590074",459,BE00459,FSSG,GERONSTERE,GERONSTERE,SPA-GERONSTERE,SPA-GERONSTERE,Géronstère,Géronstère,Spa-Géronstère,Spa-Géronstère,Spa-Géronstère,Spa-Géronstère,Station,Station,Gare
"50.79946001751335, 3.113887199533723",820,BE00820,FME,MENEN,MENEN,MENEN,MENEN,Menin,Menen,Menin,Menen,Menin,Menen,Station,Station,Gare
"51.24426797020013, 4.366271657608027",94,BE00094,IJSLD,IJSLAND,IJSLAND,ANTWERPEN-D.S.-IJSLAND,ANTWERPEN-D.S.-IJSLAND,Ijsland,Ijsland,Antw-DS-Ijsland,Antw-DS-Ijsland,Antwerpen-D.S.-Ijsland,Antwerpen-D.S.-Ijsland,Station,Station,Gare
"51.17159935147066, 4.143282196539995",1088,BE01088,FSN,SINT-NIKLAAS,SINT-NIKLAAS,SINT-NIKLAAS,SINT-NIKLAAS,St-Nicolas,Sint-Niklaas,Saint-Nicolas,Sint-Niklaas,Saint-Nicolas,Sint-Niklaas,Station,Station,Gare
"50.50601205920482, 4.384250450065744",768,BE00768,FLU,LUTTRE,LUTTRE,LUTTRE,LUTTRE,Luttre,Luttre,Luttre,Luttre,Luttre,Luttre,Station,Station,Gare
"51.31966500013432, 4.287036995546755",1750,BE01750,VSOLV,V.SOLVAY,V.SOLVAY,VERB.SOLVAY,VERB.SOLVAY,V.Solvay,V.Solvay,Verb.Solvay,Verb.Solvay,Verb.Solvay,Verb.Solvay,Verbinding,Connection,Raccordement
"50.60521551663233, 5.5496826513026",1375,BE01375,RPETF,R.PTE-FOLIE,R.PTE-FOLIE,RACC.PETITE-FOLIE,RACC.PETITE-FOLIE,R.Pte-Folie,R.Pte-Folie,Racc.Petite-Folie,Racc.Petite-Folie,Racc.Petite-Folie,Racc.Petite-Folie,Verbinding,Connection,Raccordement
"51.01971100017616, 3.766436995697059",1386,BE01386,FKRSW,MERELB-SASTW,MERELB-SASTW,MERELBEKE-SAS T.W.,MERELBEKE-SAS T.W.,Merelb-SasTW,Merelb-SasTW,Merelbeke-Sas T.W.,Merelbeke-Sas T.W.,Merelbeke-Sas T.W.,Merelbeke-Sas T.W.,Dienstinstallatie,Service installation,Installation de service
"50.45350230607816, 4.822607107768873",1010,BE01010,FEOPE,RONET-PE,RONET-PE,RONET-P.E.,RONET-P.E.,Ronet-PE,Ronet-PE,Ronet-P.E.,Ronet-P.E.,Ronet-P.E.,Ronet-P.E.,Dienstinstallatie,Service installation,Installation de service
"50.60391300053008, 5.550943995036306",1679,BE01679,RNSR6,R.COCKERILL6,R.COCKERILL6,RACC.SERAING-COCKERILL-6,RACC.SERAING-COCKERILL-6,R.Cockerill6,R.Cockerill6,Racc.Cockerill-6,Racc.Cockerill-6,Racc.Seraing-Cockerill-6,Racc.Seraing-Cockerill-6,Verbinding,Connection,Raccordement
"51.013681169109766, 4.506141914550994",872,BE00872,FIZG,MUIZEN-GOED,MUIZEN-GOED,MUIZEN-GOEDEREN,MUIZEN-GOEDEREN,Muizen-March,Muizen-Goed,Muizen-Marchandises,Muizen-Goederen,Muizen-Marchandises,Muizen-Goederen,Station,Station,Gare
"50.679134891754636, 4.565488223492959",937,BE00937,LTR,OTTIGNIES-R,OTTIGNIES-R,OTTIGNIES-RELAIS,OTTIGNIES-RELAIS,Ottignies-R,Ottignies-R,Ottignies-Relais,Ottignies-Relais,Ottignies-Relais,Ottignies-Relais,Station,Station,Gare
"51.31361355889801, 3.238963919974845",2152,BE02152,BCAST,BRAM-CAST,BRAM-CAST,ZEEBRUGGE-BRAM-B.CAST,ZEEBRUGGE-BRAM-B.CAST,BRAM-CAST,BRAM-CAST,Zeebrugge-BRAM-CAST,Zeebrugge-BRAM-CAST,Zeebrugge-BRAM-B.CAST,Zeebrugge-BRAM-B.CAST,Station,Station,Gare
"50.817382142111725, 4.314583296328837",1688,BE01688,FBMA,BRUX-M-A.TGV,BRUS-Z-W.HST,BRUXELLES-MIDI-A.T.-TGV,BRUSSEL-ZUID-T.W.-HST,Brux-M-A.TGV,Brus-Z-W.HST,Bruxelles-M-AT-TGV,Brussel-Zuid-TW-HST,Bruxelles-Midi-A.T.-TGV,Brussel-Zuid-T.W.-HST,Dienstinstallatie,Service installation,Installation de service
"51.29831459844093, 4.375399170467966",180,BE00180,FNDA2,ANTW-ND-A2,ANTW-ND-A2,ANTWERPEN-NOORD-BUNDEL A2,ANTWERPEN-NOORD-BUNDEL A2,Antw-Nd-A2,Antw-Nd-A2,Antw-Nd-Bundel A2,Antw-Nd-Bundel A2,Antwerpen-Noord-Bundel A2,Antwerpen-Noord-Bundel A2,Station,Station,Gare
"51.26797262690683, 4.204036004281982",1341,BE01341,AET,A.E.T.,A.E.T.,ANTWERPEN-W.H.-A.E.T.,ANTWERPEN-W.H.-A.E.T.,A.E.T.,A.E.T.,Antw-WH-A.E.T.,Antw-WH-A.E.T.,Antwerpen-W.H.-A.E.T.,Antwerpen-W.H.-A.E.T.,Station,Station,Gare
"50.61896360569625, 5.574667117982816",731,BE00731,FLFSC,LIEGE-FAISC,LIEGE-FAISC,LIEGE-GUILLEMINS-FAISCEAU,LIEGE-GUILLEMINS-FAISCEAU,Liège-Faisc,Liège-Faisc,Liège-Guillemins-F,Liège-Guillemins-F,Liège-Guillemins-Faisceau,Liège-Guillemins-Faisceau,Station,Station,Gare
"50.936924972433246, 5.306750842482207",525,BE00525,FHSW,HASSELT-TW,HASSELT-TW,HASSELT-T.W.,HASSELT-T.W.,Hasselt-TW,Hasselt-TW,Hasselt-T.W.,Hasselt-T.W.,Hasselt-T.W.,Hasselt-T.W.,Dienstinstallatie,Service installation,Installation de service
"51.01604379540689, 3.773463842835949",823,BE00823,FKRCH,MERELB-CHW,MERELB-CHW,MERELBEKE-C.H.W.,MERELBEKE-C.H.W.,Merelb-CHW,Merelb-CHW,Merelbeke-C.H.W.,Merelbeke-C.H.W.,Merelbeke-C.H.W.,Merelbeke-C.H.W.,Dienstinstallatie,Service installation,Installation de service
"49.677811827558365, 5.817160222608551",1817,BE01817,LLPED,ARLON-PED,ARLON-PED,ARLON-P.E.D.,ARLON-P.E.D.,Arlon-PED,Arlon-PED,Arlon-P.E.D.,Arlon-P.E.D.,Arlon-P.E.D.,Arlon-P.E.D.,Dienstinstallatie,Service installation,Installation de service
"51.28755547516265, 4.285676802273714",1833,BE01833,VLLH,V.LLH,V.LLH,VERB.LIEFKENSHOEK LOGISTIC HUB,VERB.LIEFKENSHOEK LOGISTIC HUB,V.LLH,V.LLH,Verb.Liefkenshoek LH,Verb.Liefkenshoek LH,Verb.Liefkenshoek Logistic Hub,Verb.Liefkenshoek Logistic Hub,Verbinding,Connection,Raccordement
"51.01363547125033, 3.779151586015403",2048,BE02048,FMLTW,MELLE-TW,MELLE-TW,MELLE-T.W.,MELLE-T.W.,Melle-TW,Melle-TW,Melle-T.W.,Melle-T.W.,Melle-T.W.,Melle-T.W.,Dienstinstallatie,Service installation,Installation de service
"51.300362000148425, 4.354519995521627",1485,BE01485,FNDCH,ANTW-ND-CHW,ANTW-ND-CHW,ANTWERPEN-NOORD-C.H.W.,ANTWERPEN-NOORD-C.H.W.,Antw-Nd-CHW,Antw-Nd-CHW,Antw-Nd-C.H.W.,Antw-Nd-C.H.W.,Antwerpen-Noord-C.H.W.,Antwerpen-Noord-C.H.W.,Dienstinstallatie,Service installation,Installation de service
"51.22056962718252, 2.933759387095019",932,BE00932,FSDA,OOSTENDE-A,OOSTENDE-A,OOSTENDE-BUNDEL A,OOSTENDE-BUNDEL A,Oostende-A,Oostende-A,Oostende-Bundel A,Oostende-Bundel A,Oostende-Bundel A,Oostende-Bundel A,Station,Station,Gare
